id,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
8840,Jet Airways,Banglore,Delhi,21/06/2019,11:10,2h 55m,non-stop,In-flight meal not included,63.459
8841,Jet Airways,Kolkata,Banglore,1/04/2019,18:55,23h 20m,1 stop,No info,139.491
8842,SpiceJet,Banglore,Delhi,24/06/2019,05:55,2h 40m,non-stop,No info,39.875
8843,IndiGo,Delhi,Cochin,9/05/2019,09:15,16h 15m,1 stop,No info,97.394
8844,IndiGo,Mumbai,Hyderabad,15/05/2019,02:35,1h 30m,non-stop,No info,30.294
8845,Air India,Delhi,Cochin,12/06/2019,10:00,9h 15m,1 stop,No info,92.092
8846,Jet Airways,Delhi,Cochin,12/06/2019,16:00,20h 35m,1 stop,In-flight meal not included,112.882
8847,Air India,Chennai,Kolkata,3/03/2019,11:40,2h 15m,non-stop,No info,118.91
8848,IndiGo,Chennai,Kolkata,15/06/2019,05:15,2h 25m,non-stop,No info,38.94
8849,Jet Airways,Banglore,Delhi,6/06/2019,18:55,3h 5m,non-stop,No info,88.176
8850,IndiGo,Banglore,New Delhi,09/03/2019,10:30,2h 50m,non-stop,No info,75.46
8851,Air Asia,Delhi,Cochin,27/04/2019,16:45,5h 40m,1 stop,No info,70.961
8852,Jet Airways,Kolkata,Banglore,6/05/2019,20:25,18h 40m,1 stop,No info,143.737
8853,Jet Airways,Kolkata,Banglore,6/05/2019,17:00,25h,1 stop,No info,126.137
8854,Air India,Kolkata,Banglore,9/05/2019,10:00,13h 15m,1 stop,No info,112.233
8855,Air Asia,Kolkata,Banglore,12/03/2019,22:50,2h 30m,non-stop,No info,44.902
8856,Air India,Delhi,Cochin,21/05/2019,10:55,8h 20m,2 stops,No info,146.036
8857,Jet Airways,Banglore,New Delhi,09/03/2019,08:55,7h,2 stops,No info,253.011
8858,Jet Airways,Kolkata,Banglore,6/06/2019,18:55,25h 50m,1 stop,In-flight meal not included,119.284
8859,IndiGo,Banglore,Delhi,27/06/2019,18:55,2h 55m,non-stop,No info,54.89
8860,Jet Airways,Banglore,New Delhi,09/03/2019,05:50,9h 10m,1 stop,In-flight meal not included,110.407
8861,Jet Airways,Kolkata,Banglore,6/05/2019,20:00,8h 40m,1 stop,No info,158.268
8862,IndiGo,Banglore,New Delhi,24/03/2019,16:55,2h 50m,non-stop,No info,80.333
8863,Air India,Delhi,Cochin,3/03/2019,21:30,21h 45m,2 stops,No info,135.157
8864,Jet Airways,Kolkata,Banglore,6/06/2019,14:05,6h 40m,1 stop,In-flight meal not included,119.284
8865,Jet Airways,Mumbai,Hyderabad,24/05/2019,10:20,1h 30m,non-stop,In-flight meal not included,54.945
8866,Multiple carriers,Delhi,Cochin,27/05/2019,11:40,7h 20m,1 stop,No info,107.734
8867,IndiGo,Kolkata,Banglore,6/06/2019,06:20,4h,1 stop,No info,46.486
8868,IndiGo,Delhi,Cochin,21/03/2019,11:30,14h 5m,1 stop,No info,80.498
8869,Jet Airways,Kolkata,Banglore,12/06/2019,20:00,12h 15m,1 stop,In-flight meal not included,93.819
8870,Air India,Kolkata,Banglore,12/06/2019,12:00,30h 30m,2 stops,No info,103.576
8871,Jet Airways,Delhi,Cochin,3/06/2019,09:35,27h,2 stops,In-flight meal not included,126.577
8872,Air India,Kolkata,Banglore,1/04/2019,16:45,16h 10m,2 stops,No info,109.12
8873,Multiple carriers,Delhi,Cochin,18/05/2019,07:10,9h,1 stop,No info,77.418
8874,GoAir,Delhi,Cochin,3/06/2019,07:00,5h 55m,1 stop,No info,54.549
8875,Jet Airways,Mumbai,Hyderabad,9/06/2019,07:05,1h 25m,non-stop,No info,62.458
8876,Jet Airways,Banglore,Delhi,9/06/2019,08:20,3h,non-stop,In-flight meal not included,79.519
8877,Jet Airways,Kolkata,Banglore,1/04/2019,16:30,7h 5m,1 stop,In-flight meal not included,77.704
8878,IndiGo,Banglore,Delhi,6/04/2019,08:30,2h 50m,non-stop,No info,53.053
8879,Jet Airways,Kolkata,Banglore,24/05/2019,16:30,6h 5m,1 stop,No info,160.281
8880,IndiGo,Kolkata,Banglore,27/03/2019,09:35,2h 45m,non-stop,No info,45.628
8881,Air India,Kolkata,Banglore,24/05/2019,10:00,15h 20m,2 stops,No info,152.603
8882,Jet Airways,Delhi,Cochin,24/06/2019,13:00,23h 35m,1 stop,In-flight meal not included,112.882
8883,Jet Airways,Delhi,Cochin,21/05/2019,19:10,23h 50m,2 stops,No info,166.419
8884,Multiple carriers,Delhi,Cochin,9/04/2019,11:40,13h 50m,1 stop,No info,73.095
8885,IndiGo,Kolkata,Banglore,1/05/2019,17:15,2h 35m,non-stop,No info,52.844
8886,IndiGo,Banglore,New Delhi,09/03/2019,11:20,4h 5m,1 stop,No info,63.206
8887,GoAir,Delhi,Cochin,9/06/2019,05:55,7h 40m,1 stop,No info,57.189
8888,IndiGo,Chennai,Kolkata,18/03/2019,19:35,2h 20m,non-stop,No info,47.652
8889,IndiGo,Delhi,Cochin,1/06/2019,11:25,9h 35m,1 stop,No info,70.576
8890,Air India,Banglore,New Delhi,18/03/2019,06:45,9h 35m,2 stops,No info,142.285
8891,Jet Airways,Banglore,New Delhi,21/03/2019,08:55,11h 25m,1 stop,In-flight meal not included,86.152
8892,Jet Airways,Kolkata,Banglore,1/05/2019,16:30,12h 10m,1 stop,In-flight meal not included,94.446
8893,Jet Airways,Banglore,Delhi,24/06/2019,15:15,2h 55m,non-stop,In-flight meal not included,63.459
8894,Jet Airways,Mumbai,Hyderabad,21/05/2019,10:20,1h 30m,non-stop,No info,88.44
8895,Vistara,Delhi,Cochin,6/03/2019,06:00,3h 10m,non-stop,No info,136.521
8896,Air India,Kolkata,Banglore,9/06/2019,09:25,12h 25m,1 stop,No info,92.026
8897,Multiple carriers,Delhi,Cochin,3/06/2019,07:30,11h 45m,1 stop,No info,80.894
8898,Air India,Banglore,New Delhi,01/03/2019,11:05,11h 5m,2 stops,Change airports,149.336
8899,Multiple carriers,Delhi,Cochin,3/06/2019,09:15,9h 45m,1 stop,No info,127.842
8900,Air India,Kolkata,Banglore,6/06/2019,05:50,17h 25m,2 stops,No info,139.953
8901,Jet Airways,Kolkata,Banglore,24/03/2019,08:25,15h,1 stop,No info,151.349
8902,IndiGo,Delhi,Cochin,15/05/2019,16:10,6h 20m,1 stop,No info,70.532
8903,IndiGo,Delhi,Cochin,27/03/2019,08:35,12h 45m,2 stops,No info,71.434
8904,Jet Airways,Mumbai,Hyderabad,24/03/2019,15:50,1h 30m,non-stop,No info,62.458
8905,Air India,Kolkata,Banglore,12/05/2019,09:25,25h 45m,1 stop,No info,97.801
8906,Jet Airways,Delhi,Cochin,3/03/2019,21:50,21h,1 stop,No info,187.264
8907,Jet Airways,Delhi,Cochin,12/06/2019,09:40,9h 20m,2 stops,In-flight meal not included,114.048
8908,Jet Airways,Kolkata,Banglore,9/06/2019,20:00,22h 15m,1 stop,No info,160.281
8909,Jet Airways,Banglore,New Delhi,21/03/2019,07:00,8h 15m,1 stop,In-flight meal not included,86.152
8910,Jet Airways,Kolkata,Banglore,9/05/2019,09:35,12h 30m,1 stop,No info,155.661
8911,Multiple carriers,Delhi,Cochin,21/03/2019,10:45,8h 30m,1 stop,No info,78.694
8912,Air Asia,Kolkata,Banglore,15/04/2019,07:35,11h 50m,1 stop,No info,57.112
8913,Multiple carriers,Delhi,Cochin,6/03/2019,15:05,10h 30m,2 stops,No info,236.313
8914,Jet Airways,Kolkata,Banglore,6/06/2019,16:30,12h 10m,1 stop,In-flight meal not included,74.932
8915,IndiGo,Banglore,New Delhi,03/03/2019,19:35,5h,1 stop,No info,146.212
8916,IndiGo,Kolkata,Banglore,9/04/2019,22:15,2h 35m,non-stop,No info,45.914
8917,Jet Airways,Delhi,Cochin,27/06/2019,19:10,17h 25m,2 stops,In-flight meal not included,122.65
8918,IndiGo,Delhi,Cochin,24/04/2019,17:05,5h 10m,1 stop,No info,65.032
8919,Air India,Delhi,Cochin,27/06/2019,13:30,9h 30m,1 stop,No info,97.977
8920,Air India,Banglore,New Delhi,09/03/2019,17:00,10h 40m,1 stop,No info,96.437
8921,Jet Airways,Delhi,Cochin,27/03/2019,19:45,8h 40m,1 stop,No info,134.662
8922,Air India,Kolkata,Banglore,24/05/2019,19:00,9h 40m,1 stop,No info,69.597
8923,SpiceJet,Chennai,Kolkata,24/05/2019,09:45,2h 15m,non-stop,No check-in baggage included,38.973
8924,Multiple carriers,Delhi,Cochin,3/06/2019,08:00,11h 15m,1 stop,No info,165.638
8925,Jet Airways,Banglore,New Delhi,12/03/2019,18:55,23h 30m,1 stop,In-flight meal not included,121.957
8926,Jet Airways,Kolkata,Banglore,9/05/2019,20:00,8h 40m,1 stop,No info,153.351
8927,SpiceJet,Delhi,Cochin,1/06/2019,15:45,6h 20m,1 stop,No info,80.487
8928,Jet Airways,Delhi,Cochin,9/05/2019,19:10,23h 50m,2 stops,No info,166.419
8929,Jet Airways,Kolkata,Banglore,24/05/2019,21:10,12h 55m,1 stop,In-flight meal not included,106.293
8930,IndiGo,Delhi,Cochin,24/04/2019,16:00,5h,1 stop,No info,55.715
8931,Air India,Delhi,Cochin,27/06/2019,09:45,13h 15m,1 stop,No info,97.977
8932,SpiceJet,Kolkata,Banglore,21/03/2019,09:00,2h 30m,non-stop,No info,45.628
8933,Multiple carriers,Delhi,Cochin,9/06/2019,14:00,7h,1 stop,No info,149.457
8934,Jet Airways,Delhi,Cochin,6/06/2019,21:50,6h 35m,1 stop,In-flight meal not included,112.882
8935,Jet Airways,Banglore,New Delhi,18/03/2019,14:05,18h 10m,1 stop,No info,135.124
8936,Jet Airways,Kolkata,Banglore,15/05/2019,18:55,21h 25m,1 stop,No info,162.591
8937,Jet Airways,Kolkata,Banglore,18/05/2019,08:25,24h 55m,1 stop,In-flight meal not included,106.293
8938,IndiGo,Banglore,New Delhi,01/03/2019,13:00,2h 50m,non-stop,No info,216.535
8939,Air India,Kolkata,Banglore,12/05/2019,10:00,13h 15m,1 stop,No info,112.233
8940,Jet Airways,Kolkata,Banglore,15/05/2019,06:30,22h 10m,1 stop,No info,153.351
8941,Air India,Banglore,New Delhi,01/03/2019,21:10,2h 45m,non-stop,No info,282.733
8942,Jet Airways,Delhi,Cochin,9/06/2019,14:00,14h 25m,1 stop,In-flight meal not included,112.882
8943,SpiceJet,Chennai,Kolkata,1/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
8944,SpiceJet,Kolkata,Banglore,6/04/2019,14:55,2h 30m,non-stop,No check-in baggage included,42.251
8945,Jet Airways,Delhi,Cochin,18/05/2019,11:30,7h 30m,1 stop,No info,171.094
8946,Jet Airways,Kolkata,Banglore,24/05/2019,14:05,5h 45m,1 stop,In-flight meal not included,119.284
8947,Jet Airways,Kolkata,Banglore,12/06/2019,17:00,21h 25m,1 stop,No info,139.612
8948,Jet Airways,Mumbai,Hyderabad,9/06/2019,19:35,1h 30m,non-stop,In-flight meal not included,35.31
8949,Air India,Delhi,Cochin,15/05/2019,12:00,7h 15m,2 stops,No info,105.611
8950,Multiple carriers,Delhi,Cochin,15/06/2019,13:00,12h 30m,1 stop,No info,147.147
8951,Jet Airways,Kolkata,Banglore,24/03/2019,18:55,23h 15m,1 stop,In-flight meal not included,122.474
8952,Multiple carriers,Delhi,Cochin,27/03/2019,08:55,12h 5m,1 stop,No info,88.605
8953,Jet Airways,Delhi,Cochin,27/03/2019,17:30,10h 55m,1 stop,No info,134.662
8954,Air India,Banglore,New Delhi,09/03/2019,22:00,25h 20m,1 stop,No info,92.675
8955,SpiceJet,Mumbai,Hyderabad,15/06/2019,05:45,1h 30m,non-stop,No info,30.283
8956,SpiceJet,Banglore,Delhi,27/05/2019,21:10,2h 55m,non-stop,No info,36.421
8957,IndiGo,Kolkata,Banglore,12/06/2019,06:20,4h,1 stop,No info,46.486
8958,Jet Airways,Banglore,New Delhi,01/03/2019,08:55,20h 10m,1 stop,1 Long layover,295.79
8959,Multiple carriers,Delhi,Cochin,24/06/2019,06:00,13h,1 stop,No info,137.764
8960,SpiceJet,Kolkata,Banglore,21/03/2019,17:15,2h 30m,non-stop,No info,42.317
8961,Jet Airways,Kolkata,Banglore,1/04/2019,16:30,7h 5m,1 stop,No info,139.491
8962,Jet Airways,Delhi,Cochin,6/06/2019,09:25,19h,2 stops,No info,152.702
8963,Jet Airways,Delhi,Cochin,18/05/2019,09:40,26h 55m,2 stops,No info,166.419
8964,Jet Airways,Kolkata,Banglore,6/06/2019,08:25,12h 20m,1 stop,In-flight meal not included,119.284
8965,Jet Airways,Banglore,New Delhi,12/03/2019,21:25,10h 50m,1 stop,No info,138.017
8966,Jet Airways,Kolkata,Banglore,9/06/2019,18:55,9h 45m,1 stop,No info,155.958
8967,IndiGo,Delhi,Cochin,3/03/2019,16:00,9h 35m,1 stop,No info,163.581
8968,Jet Airways,Delhi,Cochin,9/06/2019,09:40,18h 45m,2 stops,In-flight meal not included,114.048
8969,Multiple carriers,Delhi,Cochin,6/03/2019,08:00,13h,1 stop,No info,165.858
8970,IndiGo,Kolkata,Banglore,21/05/2019,21:25,2h 40m,non-stop,No info,52.844
8971,SpiceJet,Kolkata,Banglore,9/05/2019,17:10,2h 30m,non-stop,No info,42.603
8972,SpiceJet,Kolkata,Banglore,24/06/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
8973,GoAir,Delhi,Cochin,1/06/2019,07:00,5h 55m,1 stop,No info,60.027
8974,Jet Airways,Kolkata,Banglore,12/05/2019,14:05,8h 30m,1 stop,No info,162.591
8975,Jet Airways,Delhi,Cochin,9/03/2019,21:50,21h,1 stop,No info,173.404
8976,Vistara,Banglore,Delhi,12/06/2019,09:45,2h 50m,non-stop,No info,51.348
8977,Jet Airways,Delhi,Cochin,24/06/2019,11:00,3h 15m,non-stop,No info,105.204
8978,IndiGo,Delhi,Cochin,15/05/2019,06:40,14h 20m,1 stop,No info,79.101
8979,Jet Airways,Delhi,Cochin,6/03/2019,19:45,8h 40m,1 stop,No info,173.404
8980,Jet Airways,Kolkata,Banglore,6/05/2019,14:05,21h 55m,1 stop,No info,158.268
8981,Jet Airways,Delhi,Cochin,27/03/2019,19:45,8h 40m,1 stop,In-flight meal not included,71.94
8982,SpiceJet,Banglore,Delhi,24/06/2019,09:30,2h 50m,non-stop,No info,39.875
8983,Multiple carriers,Delhi,Cochin,9/05/2019,07:30,11h 45m,1 stop,No info,90.926
8984,SpiceJet,Kolkata,Banglore,18/05/2019,11:15,7h 15m,1 stop,No info,120.384
8985,IndiGo,Delhi,Cochin,27/03/2019,16:00,5h,1 stop,No info,55.803
8986,Jet Airways,Banglore,New Delhi,15/03/2019,05:45,6h 40m,1 stop,In-flight meal not included,100.474
8987,Vistara,Kolkata,Banglore,12/06/2019,20:20,24h,1 stop,No info,88.935
8988,Jet Airways,Banglore,New Delhi,06/03/2019,07:00,5h 25m,1 stop,No info,244.97
8989,Air India,Kolkata,Banglore,1/04/2019,07:00,27h,2 stops,No info,108.196
8990,IndiGo,Delhi,Cochin,3/03/2019,18:35,7h,1 stop,No info,163.581
8991,Jet Airways,Mumbai,Hyderabad,12/03/2019,06:30,10h 5m,2 stops,No info,258.808
8992,Jet Airways,Banglore,Delhi,6/06/2019,07:10,3h,non-stop,No info,88.176
8993,Jet Airways,Banglore,New Delhi,18/03/2019,07:00,9h 10m,1 stop,No info,135.124
8994,Multiple carriers,Delhi,Cochin,12/06/2019,06:00,15h,1 stop,No info,77.055
8995,IndiGo,Kolkata,Banglore,3/06/2019,11:30,2h 35m,non-stop,No info,52.844
8996,IndiGo,Delhi,Cochin,27/03/2019,05:05,5h,1 stop,No info,75.097
8997,Air India,Mumbai,Hyderabad,12/05/2019,06:20,1h 20m,non-stop,No info,34.1
8998,Jet Airways,Mumbai,Hyderabad,15/03/2019,19:35,1h 30m,non-stop,In-flight meal not included,30.349
8999,Jet Airways,Kolkata,Banglore,9/05/2019,20:25,24h 40m,1 stop,No info,143.737
9000,GoAir,Banglore,Delhi,15/04/2019,20:55,2h 45m,non-stop,No info,42.878
9001,Jet Airways,Delhi,Cochin,12/06/2019,09:40,18h 45m,2 stops,In-flight meal not included,114.048
9002,SpiceJet,Banglore,New Delhi,18/03/2019,05:45,2h 50m,non-stop,No check-in baggage included,47.003
9003,SpiceJet,Banglore,Delhi,24/05/2019,05:55,2h 40m,non-stop,No info,36.421
9004,Multiple carriers,Delhi,Cochin,6/03/2019,09:00,12h,1 stop,In-flight meal not included,166.496
9005,Multiple carriers,Delhi,Cochin,9/04/2019,07:05,11h 5m,1 stop,No info,72.611
9006,Vistara,Kolkata,Banglore,24/05/2019,20:20,26h 20m,1 stop,No info,92.972
9007,Jet Airways,Kolkata,Banglore,1/05/2019,17:00,21h 25m,1 stop,In-flight meal not included,102.454
9008,IndiGo,Delhi,Cochin,1/06/2019,02:00,5h 45m,1 stop,No info,70.246
9009,Multiple carriers,Delhi,Cochin,24/06/2019,11:30,14h,1 stop,No info,147.147
9010,Jet Airways,Mumbai,Hyderabad,3/03/2019,02:55,1h 30m,non-stop,No info,62.458
9011,Air Asia,Banglore,Delhi,18/05/2019,23:55,2h 50m,non-stop,No info,49.313
9012,Jet Airways,Delhi,Cochin,27/05/2019,14:00,22h 35m,1 stop,In-flight meal not included,141.878
9013,IndiGo,Banglore,New Delhi,03/03/2019,07:10,2h 55m,non-stop,No info,84.128
9014,Jet Airways,Kolkata,Banglore,9/06/2019,06:30,17h 5m,1 stop,No info,160.281
9015,IndiGo,Mumbai,Hyderabad,27/06/2019,06:25,1h 30m,non-stop,No info,44.539
9016,Air India,Banglore,New Delhi,18/03/2019,08:50,14h 35m,2 stops,No info,129.008
9017,SpiceJet,Kolkata,Banglore,18/04/2019,06:55,2h 35m,non-stop,No info,42.603
9018,Air India,Delhi,Cochin,9/05/2019,20:40,12h 45m,1 stop,No info,82.28
9019,Jet Airways,Banglore,Delhi,21/06/2019,19:50,3h,non-stop,No info,93.951
9020,Jet Airways,Banglore,New Delhi,01/03/2019,22:50,12h 35m,1 stop,1 Long layover,350.075
9021,IndiGo,Chennai,Kolkata,1/06/2019,14:45,2h 20m,non-stop,No info,39.567
9022,Jet Airways,Banglore,New Delhi,12/03/2019,21:25,17h 50m,1 stop,No info,151.987
9023,Jet Airways,Kolkata,Banglore,24/05/2019,08:25,12h 20m,1 stop,No info,160.281
9024,Air Asia,Delhi,Cochin,15/06/2019,16:45,14h 25m,1 stop,No info,75.383
9025,Jet Airways,Delhi,Cochin,27/05/2019,23:05,29h 20m,2 stops,No info,183.744
9026,SpiceJet,Banglore,Delhi,27/05/2019,09:30,2h 50m,non-stop,No check-in baggage included,39.303
9027,Vistara,Kolkata,Banglore,15/05/2019,17:00,25h 50m,1 stop,No info,102.795
9028,Jet Airways,Delhi,Cochin,15/06/2019,05:30,22h 55m,2 stops,No info,143.154
9029,Multiple carriers,Delhi,Cochin,12/06/2019,08:00,13h,1 stop,No info,151.767
9030,Air India,Banglore,New Delhi,03/03/2019,12:00,22h 35m,3 stops,No info,135.938
9031,Multiple carriers,Delhi,Cochin,9/03/2019,18:15,7h 20m,1 stop,In-flight meal not included,154.946
9032,IndiGo,Chennai,Kolkata,3/05/2019,19:35,2h 20m,non-stop,No info,39.567
9033,Jet Airways,Kolkata,Banglore,24/05/2019,18:55,13h 20m,1 stop,No info,151.041
9034,Jet Airways,Delhi,Cochin,21/05/2019,19:45,8h 40m,1 stop,In-flight meal not included,141.878
9035,Jet Airways,Delhi,Cochin,6/06/2019,16:00,12h 25m,1 stop,No info,161.854
9036,Vistara,Banglore,Delhi,12/04/2019,11:30,2h 50m,non-stop,No info,59.433
9037,Jet Airways,Banglore,Delhi,24/06/2019,06:00,2h 45m,non-stop,In-flight meal not included,63.459
9038,Air Asia,Kolkata,Banglore,24/03/2019,10:20,2h 35m,non-stop,No info,61.82
9039,IndiGo,Delhi,Cochin,18/06/2019,05:35,3h 15m,non-stop,No info,55.0
9040,Air India,Delhi,Cochin,6/05/2019,09:45,23h 40m,,No info,82.28
9041,Air India,Delhi,Cochin,21/03/2019,12:20,30h 55m,2 stops,No info,117.733
9042,Multiple carriers,Delhi,Cochin,18/05/2019,11:30,9h 30m,1 stop,No info,150.997
9043,Jet Airways,Kolkata,Banglore,12/05/2019,20:00,13h 20m,1 stop,No info,158.268
9044,Air India,Kolkata,Banglore,6/06/2019,10:00,15h 20m,2 stops,No info,143.363
9045,Jet Airways,Banglore,New Delhi,01/03/2019,08:00,23h 40m,1 stop,No info,244.97
9046,IndiGo,Delhi,Cochin,27/05/2019,21:50,5h 45m,1 stop,No info,74.459
9047,Air Asia,Kolkata,Banglore,24/05/2019,15:10,8h 20m,2 stops,No info,57.112
9048,Jet Airways,Mumbai,Hyderabad,24/05/2019,02:55,1h 25m,non-stop,In-flight meal not included,54.945
9049,IndiGo,Chennai,Kolkata,1/03/2019,07:55,2h 20m,non-stop,No info,94.38
9050,Air India,Delhi,Cochin,15/06/2019,12:30,20h 55m,1 stop,No info,82.28
9051,Jet Airways,Banglore,Delhi,27/04/2019,08:20,3h,non-stop,In-flight meal not included,57.178
9052,Jet Airways,Delhi,Cochin,6/06/2019,09:40,9h 20m,2 stops,In-flight meal not included,114.048
9053,Jet Airways,Mumbai,Hyderabad,6/05/2019,07:05,1h 25m,non-stop,No info,88.44
9054,Jet Airways,Delhi,Cochin,9/03/2019,08:20,20h 5m,2 stops,No info,207.999
9055,Air India,Kolkata,Banglore,1/04/2019,07:00,22h 25m,2 stops,No info,141.339
9056,Air India,Delhi,Cochin,1/03/2019,09:45,22h 30m,1 stop,No info,250.778
9057,Jet Airways,Kolkata,Banglore,6/06/2019,08:25,9h 50m,1 stop,No info,160.281
9058,Jet Airways,Banglore,New Delhi,06/03/2019,14:05,18h 10m,1 stop,In-flight meal not included,148.522
9059,SpiceJet,Chennai,Kolkata,27/03/2019,17:45,2h 20m,non-stop,No check-in baggage included,36.652
9060,Multiple carriers,Delhi,Cochin,6/06/2019,07:30,11h 45m,1 stop,No info,80.894
9061,Multiple carriers,Delhi,Cochin,15/05/2019,10:00,11h,1 stop,No info,88.803
9062,IndiGo,Mumbai,Hyderabad,21/03/2019,09:10,1h 25m,non-stop,No info,44.539
9063,Jet Airways,Delhi,Cochin,9/03/2019,02:15,26h 10m,1 stop,No info,165.319
9064,Air India,Delhi,Cochin,24/06/2019,09:45,23h 40m,2 stops,No info,120.725
9065,Multiple carriers,Delhi,Cochin,1/06/2019,07:10,15h 20m,1 stop,No info,77.418
9066,Jet Airways,Delhi,Cochin,9/05/2019,08:00,11h,1 stop,No info,171.094
9067,Air India,Banglore,Delhi,12/06/2019,21:05,2h 50m,non-stop,No info,57.508
9068,IndiGo,Delhi,Cochin,1/06/2019,02:00,5h 25m,1 stop,No info,61.996
9069,Air India,Delhi,Cochin,27/06/2019,12:00,19h 40m,2 stops,No info,106.183
9070,Jet Airways,Kolkata,Banglore,24/05/2019,18:55,15h 10m,1 stop,In-flight meal not included,94.446
9071,SpiceJet,Mumbai,Hyderabad,21/05/2019,13:15,1h 30m,non-stop,No info,22.187
9072,Vistara,Kolkata,Banglore,24/05/2019,20:20,27h 5m,1 stop,No info,102.795
9073,Jet Airways,Delhi,Cochin,21/03/2019,10:45,32h 5m,2 stops,In-flight meal not included,101.97
9074,Jet Airways,Delhi,Cochin,3/06/2019,05:30,13h 30m,2 stops,No info,146.212
9075,Jet Airways,Delhi,Cochin,27/03/2019,17:35,26h 10m,2 stops,In-flight meal not included,89.078
9076,Air India,Delhi,Cochin,6/06/2019,09:45,23h 40m,1 stop,No info,87.472
9077,IndiGo,Delhi,Cochin,12/06/2019,18:35,6h 55m,1 stop,No info,64.713
9078,Jet Airways,Banglore,Delhi,6/06/2019,19:50,3h,non-stop,No info,88.176
9079,SpiceJet,Kolkata,Banglore,18/05/2019,17:10,2h 30m,non-stop,No info,45.914
9080,Multiple carriers,Delhi,Cochin,3/06/2019,07:05,15h 25m,1 stop,No info,117.656
9081,Vistara,Banglore,Delhi,12/06/2019,17:00,2h 35m,non-stop,No info,53.658
9082,SpiceJet,Banglore,Delhi,1/04/2019,09:30,2h 50m,non-stop,No info,43.681
9083,Multiple carriers,Delhi,Cochin,3/06/2019,19:00,6h 30m,1 stop,No info,79.178
9084,Jet Airways,Kolkata,Banglore,6/05/2019,20:25,25h 40m,1 stop,In-flight meal not included,102.454
9085,SpiceJet,Banglore,Delhi,1/05/2019,09:30,2h 50m,non-stop,No info,48.653
9086,SpiceJet,Kolkata,Banglore,6/04/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
9087,Multiple carriers,Delhi,Cochin,27/03/2019,10:45,8h 30m,1 stop,No info,78.694
9088,Air India,Delhi,Cochin,15/06/2019,07:00,12h 15m,1 stop,No info,109.219
9089,Multiple carriers,Delhi,Cochin,9/05/2019,11:40,7h 35m,1 stop,No info,90.926
9090,Multiple carriers,Delhi,Cochin,12/06/2019,08:30,10h 30m,1 stop,No info,119.647
9091,IndiGo,Kolkata,Banglore,24/06/2019,15:15,2h 30m,non-stop,No info,52.844
9092,Multiple carriers,Delhi,Cochin,15/06/2019,11:30,9h 30m,1 stop,No info,149.457
9093,IndiGo,Delhi,Cochin,6/03/2019,04:45,8h 35m,1 stop,No info,149.721
9094,IndiGo,Delhi,Cochin,6/06/2019,09:15,16h 15m,1 stop,No info,72.908
9095,IndiGo,Delhi,Cochin,12/06/2019,14:25,3h 15m,non-stop,No info,61.611
9096,SpiceJet,Delhi,Cochin,15/04/2019,06:05,5h 15m,1 stop,No info,61.413
9097,IndiGo,Banglore,Delhi,21/05/2019,10:10,2h 50m,non-stop,No info,43.373
9098,IndiGo,Banglore,New Delhi,24/03/2019,04:00,2h 50m,non-stop,No info,52.547
9099,Jet Airways,Kolkata,Banglore,12/05/2019,20:00,16h,1 stop,In-flight meal not included,106.293
9100,Jet Airways,Delhi,Cochin,1/06/2019,05:30,22h 55m,2 stops,In-flight meal not included,114.048
9101,IndiGo,Delhi,Cochin,15/06/2019,18:35,6h 55m,1 stop,No info,64.713
9102,IndiGo,Kolkata,Banglore,27/04/2019,11:30,2h 35m,non-stop,No info,52.844
9103,Vistara,Banglore,New Delhi,03/03/2019,16:00,2h 35m,non-stop,No info,147.213
9104,Multiple carriers,Delhi,Cochin,1/06/2019,13:15,9h 15m,1 stop,No info,106.106
9105,Jet Airways,Kolkata,Banglore,1/05/2019,17:00,26h 10m,1 stop,No info,126.137
9106,Air Asia,Kolkata,Banglore,12/05/2019,22:40,12h,1 stop,No info,57.112
9107,Jet Airways,Delhi,Cochin,12/06/2019,06:45,21h 40m,2 stops,No info,147.136
