Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
Jet Airways,Kolkata,Banglore,1/05/2019,16:30,6h 5m,1 stop,In-flight meal not included,119.284
Jet Airways,Kolkata,Banglore,9/05/2019,06:30,13h 20m,1 stop,In-flight meal not included,119.284
SpiceJet,Kolkata,Banglore,24/05/2019,09:00,2h 25m,non-stop,No check-in baggage included,42.251
Jet Airways,Kolkata,Banglore,15/05/2019,06:30,9h 50m,1 stop,In-flight meal not included,119.284
Jet Airways,Delhi,Cochin,27/03/2019,05:10,13h 40m,2 stops,In-flight meal not included,96.008
Jet Airways,Kolkata,Banglore,1/05/2019,20:25,18h,1 stop,No info,126.137
Multiple carriers,Delhi,Cochin,6/03/2019,09:00,6h 30m,1 stop,No info,165.858
Multiple carriers,Delhi,Cochin,6/06/2019,17:00,8h 30m,1 stop,No info,79.178
Air India,Delhi,Cochin,24/06/2019,21:00,10h 40m,1 stop,No info,92.092
Multiple carriers,Delhi,Cochin,27/05/2019,16:00,9h 30m,1 stop,In-flight meal not included,80.388
SpiceJet,Delhi,Cochin,27/03/2019,08:45,4h 30m,1 stop,No check-in baggage included,48.554
IndiGo,Kolkata,Banglore,18/04/2019,14:25,2h 30m,non-stop,No info,57.464
Jet Airways,Banglore,New Delhi,21/03/2019,05:45,10h 25m,1 stop,In-flight meal not included,86.152
IndiGo,Banglore,New Delhi,09/03/2019,01:30,2h 45m,non-stop,No info,75.460
Multiple carriers,Delhi,Cochin,6/03/2019,13:00,12h 35m,1 stop,In-flight meal not included,166.496
Jet Airways,Delhi,Cochin,27/03/2019,16:00,27h 45m,1 stop,In-flight meal not included,65.593
Air India,Delhi,Cochin,27/03/2019,21:30,21h 45m,2 stops,No info,95.315
Jet Airways,Delhi,Cochin,21/05/2019,23:05,29h 20m,2 stops,No info,166.419
SpiceJet,Kolkata,Banglore,18/05/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
Multiple carriers,Delhi,Cochin,9/06/2019,10:00,15h 30m,1 stop,No info,147.147
Jet Airways,Delhi,Cochin,9/03/2019,05:25,23h,2 stops,No info,186.054
Jet Airways,Delhi,Cochin,9/06/2019,02:15,16h 45m,1 stop,In-flight meal not included,112.882
IndiGo,Kolkata,Banglore,9/05/2019,17:35,4h 40m,1 stop,No info,59.246
Jet Airways,Kolkata,Banglore,15/05/2019,21:10,7h 30m,1 stop,No info,158.268
Jet Airways,Delhi,Cochin,27/05/2019,05:30,13h 30m,2 stops,No info,166.419
IndiGo,Delhi,Cochin,15/05/2019,11:55,10h 35m,1 stop,No info,70.862
Jet Airways,Delhi,Cochin,3/06/2019,19:30,17h 5m,2 stops,In-flight meal not included,114.048
Jet Airways,Delhi,Cochin,21/03/2019,15:00,27h 50m,1 stop,No info,140.437
Jet Airways,Delhi,Cochin,6/06/2019,15:00,13h 25m,1 stop,In-flight meal not included,112.882
Multiple carriers,Delhi,Cochin,12/06/2019,08:00,13h,1 stop,No info,81.488
Multiple carriers,Delhi,Cochin,27/06/2019,10:00,11h,1 stop,No info,149.457
Air India,Kolkata,Banglore,15/05/2019,16:50,15h 5m,1 stop,No info,97.801
IndiGo,Delhi,Cochin,6/06/2019,10:35,14h 55m,1 stop,No info,64.713
Jet Airways,Delhi,Cochin,27/06/2019,13:00,23h 35m,1 stop,In-flight meal not included,112.882
Jet Airways,Kolkata,Banglore,9/06/2019,21:10,23h 35m,1 stop,In-flight meal not included,119.284
Jet Airways,Kolkata,Banglore,9/05/2019,06:30,13h 20m,1 stop,No info,162.591
IndiGo,Chennai,Kolkata,15/03/2019,14:40,2h 25m,non-stop,No info,69.267
Air Asia,Kolkata,Banglore,12/05/2019,22:50,2h 30m,non-stop,No info,48.499
Air India,Delhi,Cochin,9/06/2019,10:55,8h 20m,2 stops,No info,136.213
SpiceJet,Mumbai,Hyderabad,3/05/2019,13:15,1h 30m,non-stop,No info,22.187
Air India,Mumbai,Hyderabad,6/03/2019,19:00,14h 10m,1 stop,No info,135.388
SpiceJet,Chennai,Kolkata,18/03/2019,17:45,2h 20m,non-stop,No info,37.224
Jet Airways,Banglore,New Delhi,15/03/2019,08:55,7h 15m,1 stop,In-flight meal not included,100.474
IndiGo,Delhi,Cochin,18/05/2019,02:00,5h 25m,1 stop,No info,82.104
Multiple carriers,Delhi,Cochin,27/04/2019,07:10,9h,1 stop,In-flight meal not included,67.023
Multiple carriers,Delhi,Cochin,3/03/2019,04:00,14h 50m,1 stop,No info,167.607
Jet Airways,Mumbai,Hyderabad,1/05/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
Air India,Delhi,Cochin,24/05/2019,14:10,3h,non-stop,No info,76.274
Jet Airways,Kolkata,Banglore,1/04/2019,21:10,12h 55m,1 stop,No info,151.624
Air Asia,Kolkata,Banglore,15/06/2019,10:20,2h 35m,non-stop,No info,48.499
Multiple carriers,Delhi,Cochin,27/05/2019,13:00,6h 15m,1 stop,No info,174.878
Air India,Delhi,Cochin,21/05/2019,17:15,26h,2 stops,No info,131.879
SpiceJet,Mumbai,Hyderabad,3/06/2019,13:15,1h 30m,non-stop,No info,22.187
Multiple carriers,Delhi,Cochin,1/06/2019,04:55,14h 5m,1 stop,No info,122.078
IndiGo,Delhi,Cochin,21/05/2019,17:30,8h,1 stop,No info,74.734
Jet Airways,Kolkata,Banglore,1/05/2019,21:10,12h 10m,1 stop,In-flight meal not included,119.284
Multiple carriers,Delhi,Cochin,9/03/2019,15:05,10h 30m,2 stops,No info,380.688
Air India,Delhi,Cochin,15/05/2019,14:10,3h,non-stop,No info,67.034
IndiGo,Kolkata,Banglore,9/05/2019,15:15,5h 15m,1 stop,No info,50.215
Air India,Delhi,Cochin,27/05/2019,05:15,38h,3 stops,No info,115.423
Air India,Delhi,Cochin,27/06/2019,19:45,23h 30m,2 stops,No info,106.183
Air India,Banglore,New Delhi,18/03/2019,06:45,27h 50m,2 stops,No info,135.355
Air India,Banglore,Delhi,15/05/2019,10:00,2h 45m,non-stop,No info,76.571
Multiple carriers,Delhi,Cochin,15/05/2019,06:00,6h 35m,1 stop,No info,107.734
Multiple carriers,Delhi,Cochin,27/05/2019,17:30,8h,1 stop,No info,147.147
Jet Airways,Delhi,Cochin,27/05/2019,02:15,16h 45m,1 stop,In-flight meal not included,141.878
Multiple carriers,Delhi,Cochin,27/06/2019,11:25,7h 50m,1 stop,No info,78.705
Multiple carriers,Delhi,Cochin,24/06/2019,15:00,10h 30m,1 stop,No info,147.147
Vistara,Banglore,Delhi,3/05/2019,11:30,2h 50m,non-stop,No info,51.348
IndiGo,Banglore,New Delhi,01/03/2019,07:30,4h 50m,1 stop,No info,89.210
Jet Airways,Banglore,Delhi,6/04/2019,08:20,3h,non-stop,In-flight meal not included,49.984
Air India,Delhi,Cochin,27/06/2019,16:40,26h 35m,2 stops,No info,106.183
Jet Airways,Kolkata,Banglore,1/05/2019,08:25,9h 50m,1 stop,No info,162.591
Vistara Premium economy,Banglore,Delhi,6/04/2019,11:30,2h 50m,non-stop,No info,65.659
SpiceJet,Mumbai,Hyderabad,3/04/2019,13:15,1h 30m,non-stop,No info,22.187
Jet Airways,Kolkata,Banglore,6/06/2019,17:00,6h 35m,1 stop,No info,155.661
Jet Airways,Kolkata,Banglore,9/06/2019,16:30,12h 10m,1 stop,No info,151.041
Jet Airways,Delhi,Cochin,3/03/2019,09:00,9h 50m,1 stop,In-flight meal not included,169.400
Jet Airways,Kolkata,Banglore,9/05/2019,09:35,25h 20m,1 stop,In-flight meal not included,88.726
Jet Airways,Delhi,Cochin,3/03/2019,05:40,37h 10m,2 stops,No info,234.454
Air India,Banglore,New Delhi,01/03/2019,11:05,11h 40m,1 stop,No info,154.759
Jet Airways,Mumbai,Hyderabad,15/03/2019,15:50,1h 30m,non-stop,In-flight meal not included,27.170
IndiGo,Kolkata,Banglore,24/04/2019,20:20,2h 35m,non-stop,No info,52.844
Air India,Banglore,New Delhi,15/03/2019,05:50,7h 5m,1 stop,No info,99.319
IndiGo,Kolkata,Banglore,12/05/2019,04:40,2h 35m,non-stop,No info,52.844
Jet Airways,Delhi,Cochin,9/05/2019,23:05,19h 55m,2 stops,No info,166.419
IndiGo,Mumbai,Hyderabad,24/03/2019,19:05,1h 25m,non-stop,No info,30.294
Jet Airways,Kolkata,Banglore,1/04/2019,21:10,11h 5m,1 stop,No info,147.004
IndiGo,Kolkata,Banglore,24/03/2019,17:35,4h 40m,1 stop,No info,76.263
Jet Airways,Delhi,Cochin,18/05/2019,23:05,13h 30m,2 stops,No info,166.419
Multiple carriers,Delhi,Cochin,9/06/2019,11:25,7h 35m,1 stop,No info,123.200
Jet Airways,Mumbai,Hyderabad,15/05/2019,02:55,1h 25m,non-stop,In-flight meal not included,35.310
Jet Airways,Mumbai,Hyderabad,18/06/2019,10:20,1h 30m,non-stop,No info,88.440
Jet Airways,Delhi,Cochin,12/06/2019,14:35,13h 50m,2 stops,In-flight meal not included,120.109
IndiGo,Delhi,Cochin,27/06/2019,07:35,8h 35m,1 stop,No info,70.862
IndiGo,Delhi,Cochin,1/04/2019,14:20,3h 15m,non-stop,No info,52.019
IndiGo,Delhi,Cochin,6/03/2019,11:55,10h 25m,1 stop,No info,70.862
SpiceJet,Kolkata,Banglore,12/06/2019,22:20,2h 20m,non-stop,No check-in baggage included,42.251
Air India,Delhi,Cochin,3/06/2019,19:45,23h 30m,2 stops,No info,114.851
Multiple carriers,Delhi,Cochin,1/06/2019,10:00,11h,1 stop,No info,149.457
Jet Airways,Kolkata,Banglore,15/05/2019,20:25,18h,1 stop,No info,126.137
IndiGo,Chennai,Kolkata,3/03/2019,13:20,2h 15m,non-stop,No info,80.245
SpiceJet,Chennai,Kolkata,1/05/2019,09:45,2h 15m,non-stop,No info,39.567
Multiple carriers,Delhi,Cochin,9/05/2019,06:40,12h 35m,1 stop,No info,85.657
IndiGo,Delhi,Cochin,6/03/2019,06:40,14h 20m,1 stop,No info,163.581
IndiGo,Chennai,Kolkata,15/06/2019,15:40,2h 45m,non-stop,No info,38.940
IndiGo,Delhi,Cochin,1/06/2019,06:50,15h 40m,1 stop,No info,70.862
Air Asia,Banglore,Delhi,24/06/2019,11:10,2h 45m,non-stop,No info,37.213
Air Asia,Kolkata,Banglore,18/04/2019,22:50,2h 30m,non-stop,No info,48.499
IndiGo,Chennai,Kolkata,9/05/2019,07:55,2h 20m,non-stop,No info,42.350
Multiple carriers,Delhi,Cochin,24/06/2019,13:15,9h 15m,1 stop,No info,88.198
Jet Airways,Kolkata,Banglore,1/04/2019,20:25,18h 40m,1 stop,No info,126.137
Vistara,Banglore,Delhi,6/06/2019,11:30,2h 50m,non-stop,No info,51.348
Jet Airways,Delhi,Cochin,24/06/2019,17:35,25h 25m,2 stops,No info,153.142
Air India,Mumbai,Hyderabad,6/05/2019,06:20,1h 20m,non-stop,No info,39.875
Air Asia,Kolkata,Banglore,18/05/2019,19:55,2h 30m,non-stop,No info,65.879
IndiGo,Banglore,Delhi,21/04/2019,04:00,2h 50m,non-stop,No info,48.653
Jet Airways,Delhi,Cochin,18/06/2019,09:50,3h 15m,non-stop,No info,105.204
Jet Airways,Kolkata,Banglore,12/06/2019,16:30,25h 45m,1 stop,In-flight meal not included,93.819
Air India,Kolkata,Banglore,6/06/2019,20:45,2h 35m,non-stop,No info,45.595
IndiGo,Kolkata,Banglore,3/05/2019,17:15,2h 35m,non-stop,No info,52.844
IndiGo,Delhi,Cochin,1/06/2019,14:20,8h 10m,1 stop,No info,76.318
Jet Airways,Banglore,New Delhi,06/03/2019,08:00,23h 40m,1 stop,No info,162.965
Multiple carriers,Delhi,Cochin,6/03/2019,07:30,11h 45m,1 stop,No info,165.847
Jet Airways,Delhi,Cochin,15/06/2019,09:40,9h 20m,2 stops,No info,143.154
Air India,Kolkata,Banglore,9/06/2019,05:50,14h 35m,2 stops,No info,123.211
Jet Airways,Kolkata,Banglore,6/06/2019,20:25,21h 35m,1 stop,No info,139.612
Multiple carriers,Delhi,Cochin,1/06/2019,09:45,6h 25m,1 stop,No info,106.106
Jet Airways,Delhi,Cochin,24/05/2019,22:50,5h 35m,1 stop,No info,176.869
Air India,Kolkata,Banglore,15/05/2019,09:10,25h 55m,2 stops,No info,67.287
Multiple carriers,Delhi,Cochin,9/06/2019,15:15,10h 15m,1 stop,No info,74.745
Air India,Mumbai,Hyderabad,1/06/2019,21:05,1h 20m,non-stop,No info,34.100
Jet Airways,Delhi,Cochin,9/05/2019,02:15,10h 20m,1 stop,No info,174.361
Vistara,Chennai,Kolkata,6/06/2019,07:05,2h 15m,non-stop,No info,40.557
IndiGo,Banglore,Delhi,12/04/2019,16:55,3h,non-stop,No info,54.890
Jet Airways,Delhi,Cochin,9/05/2019,19:15,23h 45m,1 stop,No info,171.094
Multiple carriers,Delhi,Cochin,15/06/2019,06:00,13h 15m,1 stop,No info,104.786
IndiGo,Delhi,Cochin,18/05/2019,05:35,3h 15m,non-stop,No info,66.165
Air India,Kolkata,Banglore,1/05/2019,12:00,9h 50m,2 stops,No info,117.436
Jet Airways,Delhi,Cochin,27/05/2019,18:15,18h 20m,1 stop,In-flight meal not included,141.878
Jet Airways,Delhi,Cochin,27/05/2019,23:05,29h 20m,2 stops,No info,166.419
Multiple carriers,Delhi,Cochin,21/03/2019,11:30,7h 45m,1 stop,No info,147.158
SpiceJet,Kolkata,Banglore,1/06/2019,09:00,2h 25m,non-stop,No info,45.914
Multiple carriers,Delhi,Cochin,21/05/2019,11:25,7h 35m,1 stop,No info,100.133
IndiGo,Chennai,Kolkata,9/06/2019,07:55,2h 20m,non-stop,No info,42.350
Vistara,Delhi,Cochin,9/06/2019,14:40,3h 10m,non-stop,No info,68.376
Vistara,Kolkata,Banglore,1/04/2019,17:00,6h 25m,1 stop,No info,94.710
Jet Airways,Kolkata,Banglore,6/06/2019,17:00,16h 45m,1 stop,In-flight meal not included,115.929
IndiGo,Delhi,Cochin,9/03/2019,11:55,10h 25m,1 stop,No info,73.414
Multiple carriers,Delhi,Cochin,24/06/2019,08:00,13h,1 stop,No info,83.798
IndiGo,Banglore,Delhi,21/04/2019,00:30,2h 55m,non-stop,No info,43.373
Vistara,Banglore,New Delhi,24/03/2019,16:00,2h 35m,non-stop,No info,131.043
IndiGo,Banglore,New Delhi,09/03/2019,18:55,2h 50m,non-stop,No info,75.460
Jet Airways,Delhi,Cochin,12/06/2019,05:30,13h 30m,2 stops,No info,146.212
Multiple carriers,Delhi,Cochin,6/03/2019,02:15,13h 15m,1 stop,No info,187.627
Jet Airways,Delhi,Cochin,27/06/2019,05:30,13h 30m,2 stops,No info,143.154
Air India,Delhi,Cochin,3/03/2019,07:05,36h 10m,2 stops,No info,127.072
IndiGo,Chennai,Kolkata,12/03/2019,11:35,2h 25m,non-stop,No info,69.267
IndiGo,Chennai,Kolkata,24/03/2019,11:35,2h 25m,non-stop,No info,47.652
Air India,Delhi,Cochin,21/03/2019,05:10,2h 50m,non-stop,No info,62.414
Multiple carriers,Delhi,Cochin,21/05/2019,07:05,12h 10m,1 stop,In-flight meal not included,117.821
Jet Airways,Kolkata,Banglore,1/04/2019,09:35,8h 25m,1 stop,No info,126.137
Air India,Kolkata,Banglore,6/05/2019,16:50,22h 15m,2 stops,No info,136.774
Air India,Delhi,Cochin,24/06/2019,18:05,3h 5m,non-stop,No info,57.211
Vistara,Banglore,Delhi,18/05/2019,17:00,2h 35m,non-stop,No info,53.658
Jet Airways,Delhi,Cochin,6/06/2019,05:30,22h 55m,2 stops,No info,143.154
SpiceJet,Chennai,Kolkata,6/06/2019,08:20,2h 15m,non-stop,No info,39.567
Air India,Banglore,New Delhi,03/03/2019,08:50,26h 20m,2 stops,No info,138.589
Jet Airways,Kolkata,Banglore,24/05/2019,18:55,27h 40m,1 stop,In-flight meal not included,119.284
Jet Airways,Delhi,Cochin,21/05/2019,02:15,16h 45m,1 stop,In-flight meal not included,141.878
IndiGo,Banglore,Delhi,21/06/2019,13:00,2h 50m,non-stop,No info,43.373
Multiple carriers,Delhi,Cochin,12/06/2019,13:00,12h 30m,1 stop,No info,79.178
SpiceJet,Kolkata,Banglore,18/05/2019,15:05,5h 15m,1 stop,No info,54.593
IndiGo,Banglore,New Delhi,01/03/2019,16:55,2h 50m,non-stop,No info,139.139
Multiple carriers,Delhi,Cochin,6/03/2019,08:00,7h 30m,1 stop,No info,189.937
Jet Airways,Delhi,Cochin,9/05/2019,07:05,11h 55m,1 stop,In-flight meal not included,136.103
Jet Airways,Banglore,New Delhi,03/03/2019,11:40,13h 5m,1 stop,In-flight meal not included,148.522
Multiple carriers,Delhi,Cochin,21/03/2019,11:30,7h 20m,1 stop,No info,127.842
SpiceJet,Kolkata,Banglore,3/03/2019,22:20,2h 20m,non-stop,No info,60.665
Jet Airways,Kolkata,Banglore,15/05/2019,20:25,18h,1 stop,In-flight meal not included,102.454
Multiple carriers,Delhi,Cochin,3/06/2019,10:20,8h 40m,1 stop,No info,129.679
IndiGo,Banglore,Delhi,6/04/2019,20:00,2h 50m,non-stop,No info,53.053
Air India,Delhi,Cochin,3/06/2019,13:15,20h 10m,2 stops,No info,115.137
Multiple carriers,Delhi,Cochin,3/06/2019,13:00,8h,1 stop,No info,81.488
Air India,Delhi,Cochin,15/06/2019,06:05,27h 20m,1 stop,No info,82.280
SpiceJet,Kolkata,Banglore,24/04/2019,22:20,2h 20m,non-stop,No check-in baggage included,42.251
SpiceJet,Chennai,Kolkata,18/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
Air India,Delhi,Cochin,24/06/2019,05:15,38h,3 stops,No info,115.423
Multiple carriers,Delhi,Cochin,27/05/2019,11:25,7h 35m,1 stop,No info,100.133
Jet Airways,Kolkata,Banglore,6/05/2019,14:05,5h 45m,1 stop,In-flight meal not included,119.284
IndiGo,Banglore,Delhi,9/06/2019,20:00,2h 50m,non-stop,No info,53.053
Air Asia,Banglore,New Delhi,24/03/2019,23:25,2h 45m,non-stop,No info,49.302
Jet Airways,Kolkata,Banglore,12/06/2019,06:30,27h 35m,1 stop,In-flight meal not included,93.819
Air India,Delhi,Cochin,3/03/2019,14:10,3h,non-stop,No info,87.241
Jet Airways,Kolkata,Banglore,18/05/2019,18:55,14h 25m,1 stop,In-flight meal not included,106.293
Jet Airways,Delhi,Cochin,1/06/2019,09:40,9h 20m,2 stops,In-flight meal not included,114.048
Air India,Kolkata,Banglore,18/05/2019,12:00,9h 50m,2 stops,No info,111.661
SpiceJet,Chennai,Kolkata,27/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
Multiple carriers,Delhi,Cochin,1/06/2019,19:00,6h 30m,1 stop,No info,82.830
Multiple carriers,Delhi,Cochin,9/05/2019,14:55,7h 35m,1 stop,No info,74.855
GoAir,Banglore,Delhi,18/06/2019,07:45,2h 55m,non-stop,No info,37.609
Air Asia,Banglore,Delhi,9/06/2019,23:55,2h 50m,non-stop,No info,78.320
Jet Airways,Kolkata,Banglore,21/05/2019,17:00,17h 55m,1 stop,No info,155.661
Air India,Mumbai,Hyderabad,21/06/2019,06:20,1h 20m,non-stop,No info,34.100
Jet Airways,Kolkata,Banglore,24/05/2019,17:00,21h 25m,1 stop,No info,133.331
SpiceJet,Mumbai,Hyderabad,6/05/2019,05:45,1h 30m,non-stop,No info,22.187
SpiceJet,Mumbai,Hyderabad,15/06/2019,05:45,1h 30m,non-stop,No check-in baggage included,29.117
IndiGo,Delhi,Cochin,12/06/2019,17:05,5h 20m,1 stop,No info,67.617
Jet Airways,Delhi,Cochin,1/06/2019,18:25,10h,2 stops,No info,156.607
Jet Airways,Kolkata,Banglore,12/06/2019,21:10,12h 10m,1 stop,No info,143.484
Jet Airways,Delhi,Cochin,18/05/2019,02:15,16h 45m,1 stop,No info,171.094
SpiceJet,Banglore,Delhi,9/04/2019,09:30,2h 50m,non-stop,No info,48.653
Air India,Delhi,Cochin,6/06/2019,21:00,10h 40m,1 stop,No info,92.092
Jet Airways,Kolkata,Banglore,18/05/2019,20:00,27h 35m,1 stop,In-flight meal not included,119.284
Vistara,Kolkata,Banglore,18/05/2019,17:00,25h 50m,1 stop,No info,105.105
Air India,Delhi,Cochin,15/05/2019,17:15,16h 10m,2 stops,No info,97.229
Air India,Kolkata,Banglore,6/05/2019,12:00,30h 30m,2 stops,No info,111.661
Air India,Kolkata,Banglore,12/05/2019,09:25,20h 10m,2 stops,No info,125.752
SpiceJet,Banglore,Delhi,15/04/2019,09:30,2h 50m,non-stop,No check-in baggage included,47.509
Air India,Kolkata,Banglore,6/06/2019,12:00,30h 30m,2 stops,No info,105.886
Air India,Kolkata,Banglore,18/05/2019,17:30,26h 55m,1 stop,No info,116.853
Jet Airways,Delhi,Cochin,18/04/2019,11:00,3h 15m,non-stop,No info,105.204
Jet Airways,Kolkata,Banglore,9/05/2019,14:05,6h 40m,1 stop,No info,162.591
Jet Airways,Banglore,Delhi,15/05/2019,08:20,3h,non-stop,No info,79.519
IndiGo,Delhi,Cochin,27/06/2019,17:30,8h,1 stop,No info,62.524
Jet Airways,Kolkata,Banglore,18/05/2019,05:45,27h 35m,1 stop,No info,158.268
SpiceJet,Banglore,Delhi,18/04/2019,09:30,2h 50m,non-stop,No check-in baggage included,60.665
Jet Airways,Kolkata,Banglore,9/06/2019,20:25,25h 40m,1 stop,No info,139.612
Jet Airways,Kolkata,Banglore,1/05/2019,09:35,9h 35m,1 stop,In-flight meal not included,102.454
SpiceJet,Kolkata,Banglore,15/06/2019,17:10,2h 30m,non-stop,No info,42.603
SpiceJet,Kolkata,Banglore,21/04/2019,22:20,2h 20m,non-stop,No check-in baggage included,52.877
Multiple carriers,Delhi,Cochin,27/06/2019,09:00,10h 15m,1 stop,No info,163.328
IndiGo,Delhi,Cochin,24/04/2019,05:05,7h 5m,1 stop,No info,67.881
SpiceJet,Mumbai,Hyderabad,24/06/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
Jet Airways,Kolkata,Banglore,12/06/2019,09:35,11h 30m,1 stop,In-flight meal not included,115.929
Air Asia,Banglore,Delhi,1/06/2019,11:10,2h 45m,non-stop,No info,49.313
Multiple carriers,Delhi,Cochin,27/03/2019,06:00,13h 15m,1 stop,No info,92.081
Jet Airways,Delhi,Cochin,6/03/2019,13:55,14h 30m,1 stop,No info,173.404
Jet Airways,Kolkata,Banglore,12/05/2019,16:30,7h 5m,1 stop,In-flight meal not included,119.284
Air India,Kolkata,Banglore,18/05/2019,16:50,12h 45m,2 stops,No info,128.062
IndiGo,Banglore,Delhi,12/04/2019,04:00,2h 50m,non-stop,No info,48.653
Vistara,Banglore,Delhi,15/06/2019,09:45,2h 50m,non-stop,No info,53.658
SpiceJet,Mumbai,Hyderabad,9/05/2019,13:15,1h 30m,non-stop,No info,24.497
Jet Airways,Kolkata,Banglore,15/05/2019,16:30,25h 45m,1 stop,In-flight meal not included,119.284
Air Asia,Kolkata,Banglore,3/04/2019,19:55,2h 30m,non-stop,No info,45.177
Vistara,Kolkata,Banglore,24/03/2019,07:10,27h 40m,1 stop,No info,123.882
Jet Airways,Delhi,Cochin,3/06/2019,14:00,22h 35m,1 stop,In-flight meal not included,112.882
Jet Airways,Banglore,Delhi,18/05/2019,15:15,2h 55m,non-stop,In-flight meal not included,49.984
Jet Airways,Banglore,Delhi,24/05/2019,18:55,3h 5m,non-stop,In-flight meal not included,67.584
GoAir,Banglore,New Delhi,15/03/2019,07:45,2h 55m,non-stop,No info,62.766
Jet Airways,Banglore,New Delhi,15/03/2019,05:50,6h 30m,1 stop,In-flight meal not included,64.383
Jet Airways,Kolkata,Banglore,21/05/2019,06:30,14h 20m,2 stops,In-flight meal not included,111.298
Air India,Kolkata,Banglore,1/05/2019,09:25,20h,2 stops,No info,161.557
Multiple carriers,Delhi,Cochin,27/05/2019,11:30,7h 45m,1 stop,In-flight meal not included,101.794
Jet Airways,Delhi,Cochin,1/06/2019,09:40,18h 45m,2 stops,In-flight meal not included,114.048
Jet Airways,Kolkata,Banglore,6/06/2019,14:05,6h 40m,1 stop,No info,160.281
Jet Airways,Banglore,Delhi,1/06/2019,15:15,2h 55m,non-stop,In-flight meal not included,79.519
IndiGo,Delhi,Cochin,6/06/2019,06:40,14h 20m,1 stop,No info,67.023
Multiple carriers,Delhi,Cochin,9/03/2019,08:00,13h,1 stop,No info,176.253
IndiGo,Chennai,Kolkata,6/06/2019,14:45,2h 20m,non-stop,No info,39.567
Jet Airways,Kolkata,Banglore,24/03/2019,06:30,16h 55m,1 stop,In-flight meal not included,97.064
IndiGo,Delhi,Cochin,9/03/2019,02:00,5h 45m,1 stop,No info,77.660
Jet Airways,Kolkata,Banglore,24/03/2019,13:55,19h 20m,1 stop,No info,156.541
Jet Airways,Banglore,Delhi,24/04/2019,18:55,3h 5m,non-stop,In-flight meal not included,49.984
Jet Airways,Delhi,Cochin,9/03/2019,15:05,27h 45m,1 stop,No info,179.179
IndiGo,Kolkata,Banglore,3/03/2019,10:10,2h 45m,non-stop,No info,72.215
IndiGo,Chennai,Kolkata,21/06/2019,14:45,2h 20m,non-stop,No info,39.567
Air India,Delhi,Cochin,6/05/2019,20:40,12h 45m,1 stop,No info,82.280
Vistara,Kolkata,Banglore,12/05/2019,17:00,17h 45m,1 stop,No info,109.142
Jet Airways,Banglore,Delhi,27/05/2019,17:45,3h,non-stop,No info,79.519
Jet Airways,Delhi,Cochin,15/06/2019,20:00,16h 35m,2 stops,No info,157.300
Jet Airways,Delhi,Cochin,27/03/2019,02:15,26h 10m,1 stop,No info,134.662
Multiple carriers,Delhi,Cochin,24/06/2019,11:25,7h 35m,1 stop,No info,117.458
Multiple carriers,Delhi,Cochin,27/05/2019,08:00,13h,1 stop,In-flight meal not included,103.950
IndiGo,Kolkata,Banglore,6/04/2019,21:25,2h 40m,non-stop,No info,45.914
Jet Airways,Banglore,Delhi,6/04/2019,07:10,3h,non-stop,In-flight meal not included,49.984
